UID,MaritalStatus,CreditScore,AnnualIncome,NetWorth,EmploymentStatus,RiskScore,AgeGroup,PhoneNumber,Email
LEAD_a932d9b5a3694ba3b0362b56e0db645c,Divorced,564,19990,93057,Employed,53.0,36-50,'+91-7199710166',a932d9@example.com
LEAD_d6d72db1e8004314bf45601f94c8cea3,Single,600,196442,6837,Employed,40.8,26-35,'+91-9433614532',d6d72d@testmail.in
LEAD_770d097695dd4f9bba82ce1df60ca1da,Single,630,21725,53042,Employed,52.0,36-50,'+91-1831981321',770d09@example.com
LEAD_cec39c041e8849b5ab71bc2c4edc5730,Married,472,49098,2088,Employed,57.0,36-50,'+91-1255457694',cec39c@testmail.in
LEAD_73569cdbfe2649738547e7b1da58b58a,Married,640,33061,79011,Employed,39.2,51+,'+91-6116510416',73569c@example.com
LEAD_26c707a7207c4235bba6d61087a0a787,Single,550,91077,5342,Employed,51.0,51+,'+91-8583131150',26c707@testmail.in
LEAD_8a40a6658de14019a2bf1a3a94217fc6,Single,593,17270,25827,Employed,54.0,18-25,'+91-4691375145',8a40a6@testmail.in
LEAD_b72c8f9a61b04bfb9bcda67723b7698e,Divorced,622,137635,8385,Employed,40.8,26-35,'+91-5137469498',b72c8f@testmail.in
LEAD_972c1485a01843c799a88ce12985198b,Married,613,44523,6932,Unemployed,56.0,36-50,'+91-3159407200',972c14@example.com
LEAD_147b43e9af8c4e5aac4656a02c03f822,Single,576,40998,7970,Employed,58.0,36-50,'+91-3930211980',147b43@testmail.in
LEAD_f032bbe8bf834718bd350d305bc7386a,Single,558,49839,5439,Employed,65.0,36-50,'+91-4029921935',f032bb@example.com
LEAD_413ac95732ee4b85a1551323a3919ef8,Married,656,48462,5097,Employed,47.0,51+,'+91-2801381381',413ac9@testmail.in
LEAD_9e6c711b659845459652fe33949c4c55,Married,535,37268,18740,Employed,56.0,36-50,'+91-0329074318',9e6c71@example.com
LEAD_5556b3613242423ebe92e03c2bba3204,Single,628,85512,96908,Employed,39.2,51+,'+91-7748757286',5556b3@example.com
LEAD_fb55e378646a46b38cbb077aa0c3288f,Widowed,617,16619,11195,Employed,49.0,51+,'+91-9290329779',fb55e3@example.com
LEAD_03fe9edf30d544adbff1fc9deaba8c30,Married,490,30548,6851,Employed,52.0,36-50,'+91-5690424308',03fe9e@example.com
LEAD_cb4bc42f26bc44e38f85455978087b7c,Married,604,108416,61429,Unemployed,47.0,36-50,'+91-0680579410',cb4bc4@mail.com
LEAD_fba7cdddc2a140c49214d088646f628a,Married,571,56255,321457,Employed,36.8,36-50,'+91-7327430288',fba7cd@example.com
LEAD_0118be84bfa1412c8afd8f873022c6d0,Married,510,35795,131828,Employed,52.0,26-35,'+91-1888653553',0118be@mail.com
LEAD_0035430db39b42b99f62d17681cf062c,Divorced,566,20882,88077,Employed,51.0,36-50,'+91-8322083656',003543@example.com
LEAD_4c01a0395f43434196e77c0ac139ee38,Divorced,522,21573,47843,Employed,59.0,26-35,'+91-3889667125',4c01a0@testmail.in
LEAD_877f013359154c388507aeb461005918,Married,535,86157,73344,Employed,40.8,36-50,'+91-1160551220',877f01@testmail.in
LEAD_7dcdda58e9384166907f575aecde8ef5,Divorced,626,29708,83146,Unemployed,50.0,51+,'+91-2272201594',7dcdda@mail.com
LEAD_1ac33540c19640e99439e5fa029b313f,Divorced,578,77920,5109,Employed,56.0,18-25,'+91-2179245574',1ac335@example.com
LEAD_f0338fe0e6d04e95849ce6560dd0ccaf,Married,574,35187,11091,Employed,59.0,36-50,'+91-0794482236',f0338f@example.com
LEAD_8b094505ea1945369a85fe28ff76b78a,Divorced,544,53299,165827,Self-Employed,54.0,18-25,'+91-2897141598',8b0945@testmail.in
LEAD_41ab29245687409f9c22854de73952a2,Single,614,54605,3640,Employed,40.0,26-35,'+91-0327472422',41ab29@testmail.in
LEAD_a394ddfe36064f409144460c9ff23349,Married,505,36754,117533,Self-Employed,51.0,51+,'+91-3499437243',a394dd@testmail.in
LEAD_f1f4c80e14a34c3d9d770018d5d82e7c,Single,601,37426,170152,Employed,47.0,36-50,'+91-4345432581',f1f4c8@example.com
LEAD_0a0cad0e808b4dabbe023e2644d022da,Single,545,29512,3661,Employed,53.0,26-35,'+91-1207847725',0a0cad@mail.com
LEAD_7e853a95d70e42069a33c46d02d3684d,Married,445,34589,17138,Employed,52.0,26-35,'+91-5742691872',7e853a@example.com
LEAD_665db3d34d97427a9cf63f0862328d0a,Married,615,56584,115778,Unemployed,40.8,36-50,'+91-6166865986',665db3@testmail.in
LEAD_c927345848ce43d09810874a5de40a87,Divorced,537,32777,114409,Employed,55.0,26-35,'+91-1062352344',c92734@example.com
LEAD_d635a72f1903472bbb9fdbedb3def9fa,Married,575,70901,23706,Self-Employed,61.0,36-50,'+91-1796046465',d635a7@testmail.in
LEAD_e76cc14b2b5f43b4b022f3d3d3eb3fb9,Married,574,52184,82766,Self-Employed,53.0,36-50,'+91-2696445928',e76cc1@example.com
LEAD_940e0610838b4b83b008e2ad8ea1d75c,Widowed,506,43451,47111,Employed,56.0,26-35,'+91-7893021044',940e06@testmail.in
LEAD_f23f9a7c5b8a4ae5a24ea5a40885125f,Single,599,23881,5423,Employed,57.0,51+,'+91-3681249139',f23f9a@example.com
LEAD_19265140263946228b88c5327727f9ed,Single,550,44248,50429,Self-Employed,54.0,36-50,'+91-6267344551',192651@testmail.in
LEAD_73ebedf968e948e5b275754c1d7dea7e,Single,551,15885,278826,Employed,54.0,18-25,'+91-7910886512',73ebed@mail.com
LEAD_9e841348f2b24fd1bdeb592a4b0209c6,Single,599,39637,174623,Employed,50.0,36-50,'+91-6112728181',9e8413@testmail.in
LEAD_14c17a3884d74b328b31c2d905bf0e10,Divorced,549,48777,69125,Employed,55.0,26-35,'+91-9807411476',14c17a@example.com
LEAD_a495e9a036334f8fa48ff9b7503b4ba4,Married,564,43208,2671,Employed,59.0,36-50,'+91-5122294099',a495e9@example.com
LEAD_4eeaec843c4c497e9f9930146b70bb1c,Single,544,18662,87204,Employed,56.0,26-35,'+91-2632276174',4eeaec@example.com
LEAD_9783b616d9834a209f9bf2f1e6518fa9,Divorced,582,42209,102388,Self-Employed,54.0,36-50,'+91-1047212646',9783b6@example.com
LEAD_9963b0c4b64a41769536cd8cf647b44b,Married,450,99222,13821,Employed,51.0,36-50,'+91-3810300722',9963b0@testmail.in
LEAD_8eba5f10dad6477783cb9d69224f56a6,Single,634,27279,71005,Employed,46.0,36-50,'+91-9760892275',8eba5f@example.com
LEAD_d396ecc48ff244f8be98139bfb9fc692,Single,603,15000,78519,Employed,53.0,18-25,'+91-9238930629',d396ec@example.com
LEAD_516b5c5dd16e4e19a9f86f6fd7bedcd9,Single,610,75376,4964,Employed,70.0,26-35,'+91-4798193087',516b5c@mail.com
LEAD_bbbe252e88194def9d0a76434df00641,Single,602,25096,125038,Employed,56.0,26-35,'+91-1157042649',bbbe25@example.com
LEAD_6b43f6ae66e448de93a96324865d7305,Married,606,34817,2880,Employed,54.0,26-35,'+91-8897344473',6b43f6@mail.com
LEAD_a81d1b35b9ab4fc2a0fc165a993e1b47,Married,583,68306,4148,Employed,60.0,51+,'+91-2210080465',a81d1b@example.com
LEAD_7ac765c0bb7c47fda7dd6767da97f4df,Divorced,587,58991,2967,Employed,40.8,36-50,'+91-9850960898',7ac765@mail.com
LEAD_c6bcf343056a41d3b3047a9f92cd565d,Divorced,622,92237,44061,Employed,51.0,18-25,'+91-4250599351',c6bcf3@testmail.in
LEAD_494fb1035fe84854879370f0030c7519,Widowed,628,52241,4632,Employed,48.0,51+,'+91-9454772953',494fb1@example.com
LEAD_8f55edb452c04538ad64ec9b55e6eb02,Married,579,66407,31667,Employed,54.0,51+,'+91-3081372084',8f55ed@mail.com
LEAD_80de0d8ad19c4420b8a0ee2b29214fc8,Married,565,20071,54748,Employed,51.0,51+,'+91-4869347821',80de0d@example.com
LEAD_8d505b4822424dae8bdcf8285de1b197,Widowed,589,69356,2166,Self-Employed,59.0,18-25,'+91-6617696347',8d505b@testmail.in
LEAD_d03095050be647f38193144647e2f4a5,Single,536,31043,42394,Employed,56.0,26-35,'+91-8229475696',d03095@testmail.in
LEAD_95e74430dbb14de4a6496dde3afd6e78,Married,509,300000,212190,Employed,42.4,51+,'+91-0746113018',95e744@example.com
LEAD_f65e38f01e9d4ef2a21cf1fb67c5407b,Widowed,599,34233,4017,Employed,56.0,26-35,'+91-5165946096',f65e38@mail.com
LEAD_3a555e63879941119c0f48949bfb43a9,Married,632,81867,20078,Employed,48.0,36-50,'+91-2035777659',3a555e@testmail.in
LEAD_942b3218e4b0418aa46dd94476a8bc7d,Married,583,79592,354369,Self-Employed,51.2,36-50,'+91-0628692952',942b32@example.com
LEAD_a60b98838eef42c5832f11069a6d4675,Single,589,45466,259643,Unemployed,74.0,26-35,'+91-7219419574',a60b98@testmail.in
LEAD_8a5383963cea4d4b8819661a16e65a51,Single,530,75932,71127,Employed,47.0,36-50,'+91-0472816138',8a5383@example.com
LEAD_91df5be5ac9742f8adac3b0f5257e53f,Widowed,555,160729,47782,Employed,42.4,18-25,'+91-2728700295',91df5b@example.com
LEAD_db0516fdb3c645b589fe9be4419534e6,Married,570,29349,2007,Employed,54.0,26-35,'+91-3857370642',db0516@example.com
LEAD_b49fe560c00c48c5858b537559a3b57f,Married,575,15000,7278,Employed,52.0,36-50,'+91-3763447671',b49fe5@testmail.in
LEAD_bb97193ada4b4159a06708360a45cb08,Married,630,22698,102389,Employed,50.0,18-25,'+91-7956092860',bb9719@mail.com
LEAD_5dc0bb83f9bb4464ac0539fa2d466795,Married,610,117989,50135,Employed,48.8,51+,'+91-0824354140',5dc0bb@testmail.in
LEAD_61acec2633d44951ae96c5462c253b8c,Single,462,28842,25107,Employed,55.0,18-25,'+91-3115644960',61acec@mail.com
LEAD_5b27bdce16b34766b8a7796de5c1f4fa,Married,589,197755,7368,Employed,41.6,26-35,'+91-0248384438',5b27bd@example.com
LEAD_503ec255c82f4fb68679f2f432ba1210,Married,588,80502,2473,Employed,51.0,36-50,'+91-3754177120',503ec2@mail.com
LEAD_43d48ab8af1248f3934714224f093866,Single,617,26541,67057,Employed,46.0,51+,'+91-4590139510',43d48a@testmail.in
LEAD_995fb7507c694479976f38e720d944d0,Married,578,19683,10776,Employed,57.0,18-25,'+91-5531177060',995fb7@mail.com
LEAD_3e40dd0881844a918161164385d0b2a5,Married,635,45788,23478,Employed,52.0,51+,'+91-2769566386',3e40dd@mail.com
LEAD_bb359116ba0a4a1d8f667cae7ad2b2dc,Married,562,16070,103702,Unemployed,56.0,36-50,'+91-0668650883',bb3591@example.com
LEAD_05876de54a084f669da2a74aeabf3eb0,Married,521,42043,1357,Employed,51.0,26-35,'+91-9010265362',05876d@mail.com
LEAD_78b3fffeb5fb454d956b2f8e663f91ef,Single,581,90083,28630,Employed,43.2,36-50,'+91-1959625887',78b3ff@example.com
LEAD_de5ca2db26414138aed3234dca651403,Married,632,28481,6937,Unemployed,57.0,36-50,'+91-5987544664',de5ca2@mail.com
LEAD_6775482a97fb440bb006a26e0cfcac97,Widowed,597,16274,298417,Employed,57.0,26-35,'+91-3516216121',677548@mail.com
LEAD_e6c9b25e074a492bbf0858bc22897585,Divorced,560,25192,85929,Employed,54.0,36-50,'+91-5276030345',e6c9b2@mail.com
LEAD_42f968bd4c624be9b7aae25f5fc027c3,Married,526,78101,19905,Employed,49.0,26-35,'+91-9112577495',42f968@mail.com
LEAD_e7762c7a060a414887d45538075a4cc5,Divorced,561,73312,55474,Employed,58.0,36-50,'+91-4615936544',e7762c@mail.com
LEAD_608b671290ea41f2941772c87b0e6469,Married,613,72434,6844,Employed,37.6,36-50,'+91-9512551887',608b67@testmail.in
LEAD_513bd56919db463bab36007501114f23,Single,634,160132,6854,Employed,36.0,51+,'+91-3670125078',513bd5@example.com
LEAD_3e6a836ae222478693a0c50f741f8837,Single,534,15000,47644,Employed,54.0,18-25,'+91-0930266982',3e6a83@example.com
LEAD_e017f6f6685b440a9d1772aeeeb73ead,Married,631,49341,38528,Employed,51.0,51+,'+91-0187599936',e017f6@example.com
LEAD_a5a760deae7e405c90758fb97bcf8d9e,Single,531,47185,17312,Unemployed,59.0,18-25,'+91-7522747430',a5a760@testmail.in
LEAD_71cc8d87186b460bafe0c8d28edea9f3,Single,607,107659,146526,Employed,36.0,36-50,'+91-1586776494',71cc8d@mail.com
LEAD_086ff8785dd4450da30d61306194b426,Single,589,179664,10869,Employed,42.4,36-50,'+91-4647937663',086ff8@mail.com
LEAD_69dcd4e3565441219359392552208be5,Widowed,575,81136,7161,Employed,42.4,36-50,'+91-6382383062',69dcd4@testmail.in
LEAD_8a70e3accbb94f5d801cf25e918188c7,Single,445,86245,4917,Employed,39.2,26-35,'+91-8023563914',8a70e3@testmail.in
LEAD_f489e11c0b1544c4a73279c8e11897ac,Married,620,98074,3853,Employed,44.0,36-50,'+91-9433447251',f489e1@example.com
LEAD_27804a4c64a7484e99fe17c102f3503c,Married,598,23559,15436,Employed,60.0,26-35,'+91-1999745131',27804a@testmail.in
LEAD_d0cff54438134a9ba9b80818eb14df71,Married,619,39808,29243,Employed,39.2,26-35,'+91-6819886483',d0cff5@mail.com
LEAD_52611609e5714c58a26ee0d97acf1f39,Married,580,18856,42456,Employed,51.0,36-50,'+91-3269425238',526116@mail.com
LEAD_24a13d8c96684fcab327dac992c472bb,Divorced,642,101388,62523,Employed,40.8,36-50,'+91-9281924761',24a13d@testmail.in
LEAD_9385caf55372415bb69a1f40339214c2,Single,530,80085,60191,Employed,40.8,26-35,'+91-6688388807',9385ca@example.com
LEAD_7f5ec691f17443d9a8a215bbac548db2,Married,627,22787,2918,Employed,51.0,36-50,'+91-0210427533',7f5ec6@testmail.in
LEAD_6396bdb49a674eed8d5723c772c5fda4,Married,571,30579,11459,Employed,59.0,36-50,'+91-9882154164',6396bd@testmail.in
LEAD_ad7991d95cdf4db7889efe7678c0f488,Married,583,15004,2329,Employed,52.0,36-50,'+91-3293954343',ad7991@example.com
LEAD_41759ebc1d97440c9ad50a27de2c0593,Single,492,49936,1116683,Self-Employed,38.4,36-50,'+91-0898721493',41759e@example.com
LEAD_ded6dfd5b3f1433ea74989aa0aee3612,Married,603,26960,48358,Employed,52.0,26-35,'+91-8105198135',ded6df@testmail.in
LEAD_cac5cadc03cc41899060bf29fc655573,Single,552,18391,31569,Employed,55.0,26-35,'+91-4353425139',cac5ca@mail.com
LEAD_4f09c8286e534fe2922cf42257007cdd,Divorced,563,51404,36315,Employed,55.0,36-50,'+91-3382702894',4f09c8@mail.com
LEAD_d82b621c8b2f485eac214235bc98f180,Married,482,175236,199907,Employed,41.6,36-50,'+91-7232490680',d82b62@mail.com
LEAD_f2a4e3012e264a519be225f08275ce25,Divorced,615,101044,57727,Employed,39.2,36-50,'+91-3840287722',f2a4e3@mail.com
LEAD_d46356c99f71466199446f162578de66,Divorced,619,40358,59741,Employed,52.0,36-50,'+91-4507671310',d46356@mail.com
LEAD_cbc201804b1b44749465063195d1012c,Widowed,656,63122,43576,Self-Employed,50.0,51+,'+91-9128018886',cbc201@testmail.in
LEAD_9e26b51e975b4ade9e1901993f5b5556,Married,617,140216,9989,Employed,40.0,26-35,'+91-1149127880',9e26b5@mail.com
LEAD_736dfd6da277401d8b56a0014d1d0ae5,Divorced,511,120353,3694,Employed,48.0,36-50,'+91-5804706528',736dfd@mail.com
LEAD_72a9e18f27bb4a7e9fb6ce7dcea134cc,Married,545,41312,69997,Self-Employed,60.0,36-50,'+91-3653262235',72a9e1@example.com
LEAD_5ec7ba3d0bad47fb8fe4cd00757ee794,Single,403,57679,27803,Employed,56.0,36-50,'+91-7149014157',5ec7ba@testmail.in
LEAD_3a0294f260104c7091b2e503326ea9c7,Married,611,35808,62249,Employed,48.0,51+,'+91-5173067615',3a0294@mail.com
LEAD_554624054b43447e86451e832924b032,Married,494,61971,99941,Self-Employed,54.0,36-50,'+91-9906299596',554624@mail.com
LEAD_d5515f37bba7460f86c553dcc705a70f,Single,600,76040,24547,Employed,44.0,36-50,'+91-2798015997',d5515f@testmail.in
LEAD_7ebd773b58fc4c85a75cf43e48190eea,Divorced,582,89794,255602,Employed,38.4,51+,'+91-5891821782',7ebd77@testmail.in
LEAD_798fa8daaef641eb96cad06547786d03,Married,611,36971,3965,Employed,47.0,36-50,'+91-9992382478',798fa8@testmail.in
LEAD_31d0dc24fb944e16b41886907b52f0b6,Single,498,92250,42950,Employed,49.0,36-50,'+91-9973024912',31d0dc@mail.com
LEAD_bf5b14fe2dbd44289da2e725212c07b2,Single,476,51610,153721,Employed,48.0,36-50,'+91-7604205859',bf5b14@testmail.in
LEAD_591a0cdc915e4ad48d8411cc39eb8f3c,Married,467,37703,455394,Employed,45.0,36-50,'+91-8121113153',591a0c@testmail.in
LEAD_cbdf948dfa9a4edc94bd7e58b093dceb,Married,544,141114,27704,Employed,40.0,36-50,'+91-5428157041',cbdf94@mail.com
LEAD_114abfcbd69c48fbbb2f093e089f1f09,Married,545,34960,1326,Employed,56.0,36-50,'+91-8341237660',114abf@mail.com
LEAD_230367ed29ea4526b04a673daf467d34,Married,599,28900,59198,Employed,63.0,36-50,'+91-2669640381',230367@testmail.in
LEAD_67dd3cf79ff84ad08ad5207109cccd4f,Single,530,27888,47554,Unemployed,58.0,26-35,'+91-0488168661',67dd3c@testmail.in
LEAD_629efba2fabc4f7aaea55dfd50101e3b,Married,610,75116,1381,Employed,60.0,51+,'+91-5562869691',629efb@testmail.in
LEAD_67dd40148b8b4dae9feaa8e20ca0e7e9,Single,546,19399,2484,Employed,55.0,26-35,'+91-8192323217',67dd40@mail.com
LEAD_d9bb3172287949e2966d40c658bbda50,Married,380,62204,189158,Employed,54.0,18-25,'+91-9749019172',d9bb31@mail.com
LEAD_6b8ebc205f3a44c19174b4a13c431008,Married,589,28908,2610,Employed,51.0,51+,'+91-0495251748',6b8ebc@example.com
LEAD_99c7bf61dd30490489e48048ec66f522,Single,585,46181,119001,Self-Employed,59.0,36-50,'+91-8131262345',99c7bf@example.com
LEAD_5485557b70644261bc1eeba24308dbec,Widowed,599,190649,13252,Self-Employed,42.4,36-50,'+91-8516013192',548555@testmail.in
LEAD_1c89f8ed653f491c90c6b975f184d6de,Married,438,25914,3667,Unemployed,65.0,36-50,'+91-5457579645',1c89f8@mail.com
LEAD_d2f5bd99ac294fc1bb5c5b4ffab97708,Single,549,15778,7394,Employed,67.0,36-50,'+91-9479898470',d2f5bd@testmail.in
LEAD_db8efc033f0c4bd4ac4abbef75afd911,Single,610,103112,11481,Employed,52.0,26-35,'+91-2076615364',db8efc@example.com
LEAD_252476e0dd6f43928786ce975a125a9d,Married,563,25013,36376,Employed,61.0,36-50,'+91-9521471386',252476@mail.com
LEAD_5776bd2559994269a6821af635c8bfb1,Married,510,26923,47106,Employed,53.0,26-35,'+91-5764653244',5776bd@example.com
LEAD_a3b9a63ab2e94cb48e5894df78738de7,Married,583,74246,103976,Employed,49.0,51+,'+91-2582345926',a3b9a6@testmail.in
LEAD_91d1c47bc9694a3b957f4537a46dc909,Divorced,591,87561,33370,Employed,60.0,36-50,'+91-9863637855',91d1c4@example.com
LEAD_a9f601c5f9fb42199b200b9f43c21669,Divorced,498,15000,163061,Employed,55.0,26-35,'+91-4271418902',a9f601@testmail.in
LEAD_2ff5571b46bd4c749c5c79c767edf8e0,Single,525,64483,158779,Employed,48.0,36-50,'+91-4990567938',2ff557@example.com
LEAD_1abb0dd4b4f8426788ed31c5022f74e0,Single,596,66790,23711,Employed,65.0,36-50,'+91-1342704908',1abb0d@example.com
LEAD_cb178ed7af1a4168a243003da6b9be72,Divorced,548,139115,138097,Employed,38.4,26-35,'+91-7420990828',cb178e@example.com
LEAD_de75b22154844bfeb0586bfeb7b47109,Divorced,618,23058,1865,Employed,54.0,26-35,'+91-1150670213',de75b2@mail.com
LEAD_e5d720eea18644c8b1926e80da37974b,Single,542,67760,91097,Employed,59.0,36-50,'+91-4185805135',e5d720@example.com
LEAD_1fed5e5b15cc48b48e896d48d67bbb62,Married,476,31104,30259,Employed,59.0,36-50,'+91-8483800607',1fed5e@example.com
LEAD_2eceb6ae655a45218409efc9884604a4,Single,526,82323,265582,Employed,35.2,26-35,'+91-4920807674',2eceb6@mail.com
LEAD_bf04bc50ff3e4ad2a4785a6f6d15e1e9,Divorced,530,27943,106844,Employed,65.0,26-35,'+91-3936112099',bf04bc@testmail.in
LEAD_8c739741182347d6ae27a3399a5c8c35,Married,487,37699,55818,Employed,49.0,36-50,'+91-3203595821',8c7397@example.com
LEAD_4e4ba8ee286945acb2e47672fe305039,Married,566,55160,7498,Employed,50.0,18-25,'+91-0715612961',4e4ba8@example.com
LEAD_0c00d8796340412787eaa2bb3e9a6a0e,Divorced,465,81109,179583,Employed,45.0,18-25,'+91-2419253390',0c00d8@testmail.in
LEAD_900ac0d8c61647d1bb53760460d3e754,Married,431,65622,6038,Employed,55.0,26-35,'+91-2262236280',900ac0@example.com
LEAD_a696c0401083472481a18a415214cdab,Single,589,86286,289765,Employed,33.6,36-50,'+91-7321626475',a696c0@mail.com
LEAD_fd1a8dacf42e47859b80f3eb88d2a692,Married,476,46001,8639,Employed,50.0,36-50,'+91-1439991750',fd1a8d@example.com
LEAD_35b967d1989343629ad018b6d8bd660d,Married,663,192941,49503,Employed,44.0,51+,'+91-1167818344',35b967@testmail.in
LEAD_98fe59a0ab2e42a2b1940746fc0a3a5c,Married,609,62852,48347,Employed,49.0,36-50,'+91-6829603239',98fe59@example.com
LEAD_1776b13f637c4e6f93f2fe92726c6bf8,Single,559,35591,4165,Employed,60.0,36-50,'+91-8417115146',1776b1@example.com
LEAD_ad7519d189e2494db91643d355c3d1b5,Married,465,74123,4401,Employed,42.4,36-50,'+91-9489556370',ad7519@example.com
LEAD_255ddd2be8484bf5b79d0be3ad668475,Married,544,59387,27371,Employed,55.0,26-35,'+91-7174103364',255ddd@mail.com
LEAD_dc7dc5f6ca33410bac0033b8eecc5d24,Married,533,19530,79411,Employed,50.0,36-50,'+91-6357432912',dc7dc5@mail.com
LEAD_f9ef45a9c5ac4c0dadf2f15453e2b8e1,Divorced,584,64412,3469,Employed,50.0,36-50,'+91-8352866596',f9ef45@testmail.in
LEAD_20c34ee8fb684fbd98b159aa7b0f6bee,Divorced,511,25619,25413,Employed,54.0,36-50,'+91-0134317453',20c34e@mail.com
LEAD_0a32a2503ddd4f4e91bf709c014b96ff,Single,545,22019,21164,Self-Employed,54.0,26-35,'+91-7038334933',0a32a2@example.com
LEAD_77fe7501cbf4483382894a5078d7fd42,Married,598,34332,80159,Employed,64.0,36-50,'+91-3064819797',77fe75@example.com
LEAD_fb20a60361814e09986dd8bcabd7395c,Married,650,46693,1418559,Employed,39.2,51+,'+91-9454531918',fb20a6@testmail.in
LEAD_cceadd559d5c4c16809eee214f24734a,Single,577,34274,20223,Employed,45.6,36-50,'+91-4167855045',cceadd@example.com
LEAD_de1acd5bb3b140a4b254af896491a512,Married,577,37382,268735,Employed,52.0,36-50,'+91-8774602800',de1acd@testmail.in
LEAD_751f61516e254eb9866673ae3dcf88d0,Married,515,15248,5376,Employed,57.0,36-50,'+91-5574232093',751f61@testmail.in
LEAD_ea1219dd0bd8463788c03c2d3d097a3b,Married,601,39345,18924,Employed,53.0,26-35,'+91-0113471310',ea1219@testmail.in
LEAD_92540b77d115454a8a36928714664244,Married,611,20078,48204,Self-Employed,53.0,36-50,'+91-6157475723',92540b@example.com
LEAD_a1e52d7c514c4e949ae7ae40833d8f80,Divorced,606,162439,31466,Employed,44.0,36-50,'+91-1262506477',a1e52d@mail.com
LEAD_4dcf600d67c0467a8e88c0794c75ffca,Divorced,650,41973,7651,Employed,54.0,36-50,'+91-9294216001',4dcf60@mail.com
LEAD_b77aba0097874553b49aa7066af4ab56,Single,652,52828,153086,Employed,40.0,26-35,'+91-3010053846',b77aba@mail.com
LEAD_d8ab40f9a1b547e7873b568aa874261d,Married,640,78355,530786,Employed,33.6,36-50,'+91-7527615695',d8ab40@mail.com
LEAD_13421e7cfa51440f97b051e814374a38,Married,460,126823,7906,Employed,68.0,36-50,'+91-6679635186',13421e@mail.com
LEAD_7c7d11fabb364a0da580bd4e36454679,Single,535,34903,73468,Employed,54.0,51+,'+91-5669102966',7c7d11@mail.com
LEAD_a5b22c74d55d46f3801607fa26cfff85,Married,632,87835,20376,Employed,40.8,51+,'+91-4326188924',a5b22c@example.com
LEAD_70f309ba9f95474ea1f573955e435419,Single,591,94430,10299,Employed,42.4,51+,'+91-2713891143',70f309@example.com
LEAD_3624c172adbe4ac8a7b7e99cd77d5dd2,Married,618,58410,47390,Employed,52.0,26-35,'+91-6897036220',3624c1@testmail.in
LEAD_2c7830293037419d8ae951b79596d3ad,Married,615,59113,78118,Employed,55.0,36-50,'+91-4243906991',2c7830@mail.com
LEAD_e521dc49a3da4e7689bf13651fb422f5,Married,568,45271,3434,Employed,59.0,36-50,'+91-3643585080',e521dc@testmail.in
LEAD_9fd9f7afe70e406192aa6c3288a4e1d3,Divorced,475,47088,95566,Employed,53.0,51+,'+91-3185626607',9fd9f7@example.com
LEAD_afdf94f7627c40c6814fe5d7e322f2ae,Single,544,39186,142046,Employed,58.0,26-35,'+91-1114912529',afdf94@example.com
